,teamID_seasonID,evGGARatio,faceOffWinPercentage,faceOffsLost,faceOffsTaken,faceOffsWon,gamesPlayed_x,goalsAgainstPerGame,goalsPerGame,losses_x,ot,penaltyKillPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,powerPlayPercentage,ptPctg,pts,savePctg,shootingPctg_x,shotsAllowed,shotsPerGame,winLeadFirstPer,winLeadSecondPer,winOppScoreFirst,winOutshootOpp,winOutshotByOpp,winScoreFirst,wins_x,blockedShots,faceoffWinPctg,faceoffs,faceoffsLost,faceoffsWon,gamesPlayed_y,giveaways,goalsFor,hits,losses_y,missedShots,otLosses,points,shootingPctg_y,shotsFor,takeaways,teamAbbrev,teamFullName,ties,wins_y
441,25_20032004,1.1351,51.4,2455.0,5052.0,2597.0,82,2.134,2.366,26,2,85.8,52.0,44.0,328.0,15.8,59.1,97,0.908,8.8,23.1951,26.7805,0.857,0.818,0.268,0.577,0.346,0.732,41,874,0.514,5052,2455,2597,82,1557,194,1592,26,1083,2,97,0.0883,2196,749,DAL,Dallas Stars,13,41
442,25_20052006,1.2066,50.3,2402.0,4830.0,2428.0,82,2.646,3.085,23,6,83.7,88.0,82.0,498.0,17.7,68.3,112,0.897,10.8,25.5976,28.4878,0.857,0.816,0.564,0.653,0.613,0.721,53,1040,0.5026,4830,2402,2428,82,1049,253,1722,23,1065,6,112,0.1083,2336,692,DAL,Dallas Stars,0,53
443,25_20062007,1.0609,50.1,2233.0,4473.0,2240.0,82,2.354,2.646,25,7,84.3,79.0,59.0,427.0,18.5,65.2,107,0.907,9.5,25.4024,28.0,0.893,0.882,0.439,0.638,0.613,0.78,50,1039,0.5007,4473,2233,2240,82,857,217,1670,25,1036,7,107,0.0945,2296,686,DAL,Dallas Stars,0,50
444,25_20072008,1.1136,50.4,2143.0,4321.0,2178.0,82,2.488,2.89,30,7,85.6,64.0,51.0,354.0,18.1,59.1,97,0.905,10.8,26.061,26.6707,0.704,0.775,0.476,0.636,0.472,0.625,45,793,0.504,4321,2143,2178,82,877,237,1619,30,893,7,97,0.1083,2187,723,DAL,Dallas Stars,0,45
445,25_20082009,0.9448,47.8,2313.0,4433.0,2120.0,82,3.061,2.732,35,11,78.6,54.0,70.0,351.0,15.4,50.6,83,0.891,9.5,28.0976,28.9024,0.826,0.867,0.295,0.439,0.436,0.605,36,982,0.4782,4433,2313,2120,82,794,224,2076,35,1012,11,83,0.0945,2370,663,DAL,Dallas Stars,0,36
446,25_20092010,0.9809,48.1,2382.0,4592.0,2210.0,82,2.976,2.805,31,14,77.4,61.0,65.0,328.0,18.6,53.7,88,0.905,9.1,31.2073,30.7805,0.667,0.88,0.298,0.474,0.425,0.657,37,1150,0.4812,4592,2382,2210,82,728,230,2338,31,995,14,88,0.0911,2524,624,DAL,Dallas Stars,0,37
447,25_20102011,1.0,50.0,2390.0,4776.0,2386.0,82,2.756,2.707,29,11,80.1,55.0,55.0,306.0,18.0,57.9,95,0.91,9.8,30.5366,27.6707,0.897,0.889,0.233,0.625,0.478,0.821,42,1204,0.4995,4776,2390,2386,82,711,222,2212,29,1064,11,95,0.0978,2269,638,DAL,Dallas Stars,0,42
448,25_20112012,0.9803,49.1,2413.0,4742.0,2329.0,82,2.659,2.488,35,5,82.8,33.0,52.0,244.0,13.5,54.3,89,0.914,8.8,30.8171,28.2317,0.8,0.929,0.293,0.515,0.5,0.732,42,1262,0.4911,4742,2413,2329,82,627,204,2235,35,1006,5,89,0.0881,2315,552,DAL,Dallas Stars,0,42
449,25_20122013,1.0109,47.2,1519.0,2875.0,1356.0,48,2.938,2.667,22,4,81.0,29.0,34.0,171.0,17.0,50.0,48,0.905,10.2,31.0208,26.2708,0.737,0.706,0.24,0.5,0.441,0.696,22,671,0.4716,2875,1519,1356,48,423,128,1199,22,579,4,48,0.1015,1261,327,DAL,Dallas Stars,0,22
450,25_20132014,1.0392,50.1,2559.0,5127.0,2568.0,82,2.72,2.817,31,11,81.4,46.0,49.0,290.0,15.9,55.5,91,0.911,8.9,30.3902,31.6707,0.767,0.879,0.308,0.5,0.452,0.651,40,1210,0.5008,5127,2559,2568,82,793,231,1644,31,1107,11,91,0.0889,2597,569,DAL,Dallas Stars,0,40
451,25_20142015,0.9832,51.8,2614.0,5418.0,2804.0,82,3.134,3.134,31,10,80.7,55.0,49.0,290.0,19.0,56.1,92,0.895,10.0,29.9268,31.1951,0.75,0.763,0.324,0.357,0.611,0.644,41,1247,0.5175,5418,2614,2804,82,821,257,1657,31,1191,10,92,0.1004,2558,645,DAL,Dallas Stars,0,41
452,25_20152016,1.0844,50.2,2577.0,5174.0,2597.0,82,2.78,3.232,23,9,82.3,58.0,44.0,262.0,22.1,66.5,109,0.904,10.1,28.9146,32.0,0.828,0.943,0.463,0.58,0.7,0.756,50,1224,0.5019,5174,2577,2597,82,872,265,1556,23,1121,9,109,0.1009,2624,575,DAL,Dallas Stars,0,50
453,25_20162017,0.9613,49.9,2560.0,5111.0,2551.0,82,3.171,2.707,37,11,73.9,46.0,65.0,257.0,17.9,48.2,79,0.893,8.9,29.7439,30.5488,0.714,0.786,0.2,0.333,0.5,0.676,34,1330,0.4991,5111,2560,2551,82,789,222,1552,37,1107,11,79,0.0886,2505,531,DAL,Dallas Stars,0,34
454,25_20172018,1.0963,52.5,2443.0,5144.0,2701.0,82,2.707,2.817,32,8,80.8,47.0,54.0,244.0,19.3,56.1,92,0.909,9.0,29.8415,31.2195,0.731,0.861,0.316,0.463,0.629,0.682,42,1272,0.525,5144,2443,2701,82,697,231,1861,32,960,8,92,0.0902,2560,459,DAL,Dallas Stars,0,42
455,25_20182019,1.0149,51.9,2346.0,4875.0,2529.0,82,2.439,2.549,32,7,82.8,45.0,41.0,214.0,21.0,56.7,93,0.923,8.3,31.5976,30.7195,0.81,0.909,0.282,0.528,0.522,0.744,43,1291,0.5187,4875,2346,2529,82,1029,209,1820,32,855,7,93,0.0829,2519,574,DAL,Dallas Stars,0,43
456,26_19992000,0.7616,51.8,2624.0,5438.0,2814.0,82,2.78,2.988,27,4,82.3,60.0,66.0,356.0,16.9,57.3,94,0.9,10.1,27.9268,29.5244,0.786,0.879,0.341,0.39,0.514,0.632,39,962,0.5174,5438,2624,2814,82,1225,245,2442,27,1162,4,94,0.1011,2421,681,LAK,Los Angeles Kings,12,39
457,26_20002001,1.0,50.7,2659.0,5392.0,2733.0,82,2.78,3.073,28,3,81.1,71.0,72.0,367.0,19.4,56.1,92,0.894,11.0,26.3415,27.9024,0.697,0.861,0.235,0.537,0.359,0.625,38,1124,0.5068,5392,2659,2733,82,1168,252,2498,28,1118,3,92,0.1101,2288,571,LAK,Los Angeles Kings,13,38
458,26_20012002,1.0,51.2,2552.0,5232.0,2680.0,82,2.317,2.61,27,4,86.6,73.0,49.0,353.0,20.7,57.9,95,0.907,10.1,25.0122,25.7317,0.741,0.897,0.325,0.476,0.5,0.643,40,1028,0.5122,5232,2552,2680,82,885,214,2052,27,993,4,95,0.1014,2110,494,LAK,Los Angeles Kings,11,40
459,26_20022003,0.9632,49.0,2682.0,5263.0,2581.0,82,2.695,2.476,37,6,83.2,52.0,62.0,354.0,14.7,47.6,78,0.897,8.9,26.1098,27.7073,0.737,0.806,0.275,0.467,0.343,0.524,33,303,0.4904,5263,2682,2581,82,255,203,668,37,321,6,78,0.0893,2272,121,LAK,Los Angeles Kings,6,33
460,26_20032004,1.0313,51.1,2708.0,5537.0,2829.0,82,2.646,2.5,29,9,80.6,50.0,65.0,356.0,14.0,49.4,81,0.902,8.7,26.9878,28.6463,0.481,0.727,0.105,0.395,0.257,0.545,28,874,0.5109,5537,2708,2829,82,961,205,1375,29,1054,9,81,0.0872,2349,383,LAK,Los Angeles Kings,16,28
461,26_20052006,0.9583,49.9,2508.0,5003.0,2495.0,82,3.28,2.963,35,5,78.7,77.0,104.0,541.0,14.2,54.3,89,0.891,10.2,29.9878,29.1951,0.786,0.893,0.405,0.568,0.467,0.625,42,1016,0.4987,5003,2508,2495,82,901,243,1358,35,1036,5,89,0.1015,2394,388,LAK,Los Angeles Kings,0,42
462,26_20062007,0.7683,47.7,2486.0,4756.0,2270.0,82,3.378,2.72,41,14,77.9,81.0,91.0,442.0,18.3,41.5,68,0.886,8.8,29.7561,31.0,0.571,0.708,0.222,0.34,0.281,0.459,27,1143,0.4772,4756,2486,2270,82,906,223,1503,41,1100,14,68,0.0877,2542,379,LAK,Los Angeles Kings,0,27
463,26_20072008,0.8057,47.8,2397.0,4594.0,2197.0,82,3.207,2.756,43,7,78.0,64.0,68.0,367.0,17.4,43.3,71,0.9,9.6,32.0122,28.6463,0.565,0.917,0.306,0.375,0.407,0.515,32,1046,0.4782,4594,2397,2197,82,1012,226,1652,43,944,7,71,0.0962,2349,431,LAK,Los Angeles Kings,0,32
464,26_20082009,0.8201,52.0,2189.0,4559.0,2370.0,82,2.756,2.463,37,11,82.9,69.0,62.0,360.0,19.2,48.2,79,0.902,8.5,28.061,29.061,0.818,0.8,0.186,0.455,0.333,0.667,34,1040,0.5198,4559,2189,2370,82,928,202,2128,37,1114,11,79,0.0847,2383,464,LAK,Los Angeles Kings,0,34
465,26_20092010,1.0741,50.6,2224.0,4503.0,2279.0,82,2.573,2.817,27,9,80.3,64.0,60.0,307.0,20.9,61.6,101,0.907,9.7,27.561,29.1341,0.815,0.935,0.333,0.513,0.571,0.739,46,990,0.5061,4503,2224,2279,82,815,231,2122,27,1016,9,101,0.0966,2389,417,LAK,Los Angeles Kings,0,46
466,26_20102011,1.0496,51.1,2301.0,4708.0,2407.0,82,2.39,2.549,30,6,85.5,47.0,40.0,292.0,16.1,59.8,98,0.914,8.8,27.9024,28.8171,0.731,0.963,0.313,0.5,0.618,0.72,46,1032,0.5112,4708,2301,2407,82,856,209,2127,30,1081,6,98,0.0884,2363,451,LAK,Los Angeles Kings,0,46
467,26_20112012,0.9752,51.5,2253.0,4647.0,2394.0,82,2.073,2.293,27,15,87.0,49.0,38.0,289.0,17.0,57.9,95,0.924,7.5,27.4146,30.5976,0.8,0.824,0.216,0.49,0.5,0.711,40,969,0.5151,4647,2253,2394,82,770,188,2274,27,1123,15,95,0.0749,2509,452,LAK,Los Angeles Kings,0,40
468,26_20122013,1.0864,52.0,1356.0,2826.0,1470.0,48,2.375,2.729,16,5,83.2,33.0,27.0,166.0,19.9,61.5,59,0.905,9.2,24.9583,29.8125,0.938,0.864,0.273,0.576,0.533,0.808,27,511,0.5201,2826,1356,1470,48,426,131,1446,16,656,5,59,0.0915,1431,226,LAK,Los Angeles Kings,0,27
469,26_20132014,1.2762,52.8,2301.0,4870.0,2569.0,82,2.049,2.415,28,8,83.1,43.0,50.0,284.0,15.1,61.0,100,0.922,7.6,26.2073,31.6463,0.767,0.9,0.333,0.528,0.68,0.692,46,927,0.5275,4870,2301,2569,82,867,198,2609,28,1188,8,100,0.0763,2595,344,LAK,Los Angeles Kings,0,46
470,26_20142015,1.1832,51.3,2399.0,4929.0,2530.0,82,2.402,2.659,27,15,80.9,47.0,45.0,247.0,19.0,57.9,95,0.911,8.6,27.0,30.9268,0.724,0.771,0.317,0.545,0.435,0.659,40,992,0.5132,4929,2399,2530,82,780,218,2630,27,1109,15,95,0.0859,2536,375,LAK,Los Angeles Kings,0,40
471,26_20152016,1.1653,50.5,2483.0,5017.0,2534.0,82,2.341,2.72,28,6,81.4,47.0,53.0,235.0,20.0,62.2,102,0.915,8.5,27.4878,32.0122,0.708,0.838,0.474,0.585,0.636,0.682,48,1027,0.505,5017,2483,2534,82,728,223,2495,28,1222,6,102,0.0849,2625,347,LAK,Los Angeles Kings,0,48
472,26_20162017,0.9556,50.8,2436.0,4948.0,2512.0,82,2.451,2.427,35,8,84.5,46.0,38.0,241.0,19.1,52.4,86,0.905,7.8,25.8537,31.1341,0.765,0.864,0.353,0.5,0.421,0.677,39,1077,0.5076,4948,2436,2512,82,728,199,2323,35,1136,8,86,0.0779,2553,317,LAK,Los Angeles Kings,0,39
473,26_20172018,1.1567,49.7,2455.0,4884.0,2429.0,82,2.463,2.89,29,8,85.0,49.0,39.0,240.0,20.4,59.8,98,0.92,9.3,30.939,31.0244,0.75,0.9,0.4,0.619,0.462,0.781,45,1198,0.4973,4884,2455,2429,82,838,237,2115,29,1011,8,98,0.0931,2544,396,LAK,Los Angeles Kings,0,45
474,26_20182019,0.8246,50.5,2366.0,4776.0,2410.0,82,3.159,2.427,42,9,76.5,35.0,54.0,221.0,15.8,43.3,71,0.9,8.4,31.439,28.7561,0.867,0.833,0.192,0.375,0.375,0.7,31,1170,0.5046,4776,2366,2410,82,857,199,1907,42,979,9,71,0.0843,2358,428,LAK,Los Angeles Kings,0,31
475,28_19992000,1.1203,49.2,2796.0,5509.0,2713.0,82,2.61,2.744,30,7,83.6,62.0,61.0,377.0,16.4,53.0,87,0.909,10.0,28.7439,27.4146,0.731,0.875,0.25,0.406,0.444,0.632,35,770,0.4924,5509,2796,2713,82,983,225,2010,30,904,7,87,0.1,2248,566,SJS,San Jose Sharks,10,35
476,28_20002001,1.3333,48.3,2820.0,5450.0,2630.0,82,2.341,2.646,27,3,86.1,57.0,61.0,406.0,14.0,57.9,95,0.911,9.6,26.4512,27.6463,0.76,0.957,0.341,0.622,0.353,0.658,40,780,0.4825,5450,2820,2630,82,1176,217,2335,27,977,3,95,0.0957,2267,584,SJS,San Jose Sharks,12,40
477,28_20012002,1.3333,49.0,2767.0,5421.0,2654.0,82,2.427,3.024,27,3,85.8,59.0,54.0,369.0,16.0,60.4,99,0.915,11.1,28.4756,27.1707,0.828,0.846,0.278,0.606,0.5,0.739,44,743,0.4895,5421,2767,2654,82,1024,248,2115,27,945,3,99,0.1113,2228,555,SJS,San Jose Sharks,8,44
478,28_20022003,0.9231,50.3,2634.0,5300.0,2666.0,82,2.915,2.61,37,8,81.0,68.0,68.0,375.0,18.1,44.5,73,0.9,9.3,29.1707,28.0854,0.593,0.714,0.286,0.343,0.341,0.4,28,276,0.503,5300,2634,2666,82,379,214,687,37,320,8,73,0.0929,2303,166,SJS,San Jose Sharks,9,28
479,28_20032004,1.188,48.5,2800.0,5432.0,2632.0,82,2.232,2.671,21,6,85.2,56.0,47.0,337.0,16.6,63.4,104,0.923,9.5,28.939,28.0488,0.694,0.872,0.351,0.556,0.523,0.667,43,785,0.4845,5432,2800,2632,82,696,219,1143,21,979,6,104,0.0952,2300,312,SJS,San Jose Sharks,12,43
480,28_20052006,1.1333,48.4,2505.0,4851.0,2346.0,82,2.866,3.232,27,11,80.7,91.0,77.0,500.0,18.2,60.4,99,0.892,10.7,26.5854,30.2805,0.833,0.906,0.333,0.593,0.444,0.75,44,898,0.4836,4851,2505,2346,82,859,265,1411,27,975,11,99,0.1067,2483,515,SJS,San Jose Sharks,0,44
481,28_20062007,1.124,51.1,2193.0,4481.0,2288.0,82,2.402,3.122,26,5,83.3,92.0,55.0,410.0,22.4,65.2,107,0.908,10.9,26.2073,28.6098,0.853,0.891,0.4,0.66,0.536,0.833,51,1054,0.5106,4481,2193,2288,82,843,256,1463,26,977,5,107,0.1091,2346,477,SJS,San Jose Sharks,0,51
482,28_20072008,1.0738,51.2,2078.0,4256.0,2178.0,82,2.28,2.634,23,10,85.8,70.0,44.0,374.0,18.7,65.9,108,0.906,8.9,24.1585,29.6098,0.667,0.921,0.423,0.649,0.476,0.679,49,992,0.5117,4256,2078,2178,82,858,216,1789,23,928,10,108,0.0889,2428,511,SJS,San Jose Sharks,0,49
483,28_20082009,1.088,53.8,2124.0,4596.0,2472.0,82,2.427,3.061,18,11,83.3,87.0,51.0,360.0,24.2,71.3,117,0.911,9.2,27.1707,33.1707,0.828,0.868,0.472,0.642,0.72,0.783,53,968,0.5378,4596,2124,2472,82,836,251,2042,18,1011,11,117,0.0922,2720,573,SJS,San Jose Sharks,0,53
484,28_20092010,1.2313,55.6,2104.0,4740.0,2636.0,82,2.549,3.134,20,11,85.0,65.0,49.0,309.0,21.0,68.9,113,0.919,9.9,31.3537,31.7317,0.821,0.878,0.465,0.59,0.692,0.795,51,1062,0.5561,4740,2104,2636,82,810,257,1934,20,1054,11,113,0.0987,2602,563,SJS,San Jose Sharks,0,51
485,28_20102011,1.1579,53.7,2224.0,4806.0,2582.0,82,2.537,2.963,25,9,79.6,68.0,56.0,289.0,23.5,64.0,105,0.912,8.6,28.8902,34.5366,0.773,0.806,0.41,0.583,0.55,0.744,48,1141,0.5372,4806,2224,2582,82,822,243,1801,25,1095,9,105,0.0858,2832,680,SJS,San Jose Sharks,0,48
486,28_20112012,1.097,53.3,2267.0,4857.0,2590.0,82,2.5,2.671,29,10,76.9,57.0,52.0,270.0,21.1,58.5,96,0.912,7.9,28.561,33.8171,0.789,0.853,0.333,0.508,0.591,0.757,43,1327,0.5332,4857,2267,2590,82,811,219,1565,29,1081,10,96,0.0789,2773,639,SJS,San Jose Sharks,0,43
487,28_20122013,1.0,53.4,1403.0,3010.0,1607.0,48,2.333,2.417,16,7,85.0,34.0,22.0,169.0,20.1,59.4,57,0.919,7.6,28.9583,31.7917,0.824,0.833,0.217,0.571,0.438,0.8,25,800,0.5338,3010,1403,1607,48,477,116,1031,16,633,7,57,0.076,1526,343,SJS,San Jose Sharks,0,25
488,28_20132014,1.1655,52.8,2457.0,5204.0,2747.0,82,2.354,2.915,22,9,84.9,50.0,33.0,291.0,17.2,67.7,111,0.915,8.4,27.8171,34.7683,0.75,0.902,0.429,0.636,0.609,0.766,51,1286,0.5278,5204,2457,2747,82,833,239,1632,22,1148,9,111,0.0838,2851,641,SJS,San Jose Sharks,0,51
489,28_20142015,0.9103,51.9,2498.0,5196.0,2698.0,82,2.756,2.732,33,9,78.5,55.0,48.0,254.0,21.6,54.3,89,0.907,8.6,29.7073,31.5976,0.786,0.8,0.268,0.5,0.5,0.707,40,1292,0.5192,5196,2498,2698,82,942,224,1930,33,1099,9,89,0.0864,2591,624,SJS,San Jose Sharks,0,40
490,28_20152016,1.1194,50.7,2404.0,4876.0,2472.0,82,2.524,2.89,30,6,80.5,62.0,46.0,275.0,22.6,59.8,98,0.908,9.5,27.378,30.378,0.862,0.933,0.282,0.538,0.654,0.814,46,1292,0.5069,4876,2404,2472,82,931,237,1686,30,1016,6,98,0.0951,2491,593,SJS,San Jose Sharks,0,46
491,28_20162017,1.1259,48.1,2477.0,4776.0,2299.0,82,2.439,2.671,29,7,80.7,41.0,41.0,246.0,16.7,60.4,99,0.912,8.9,27.6707,29.9146,0.867,0.868,0.314,0.524,0.579,0.745,46,1359,0.4813,4776,2477,2299,82,1082,219,1539,29,1087,7,99,0.0892,2453,658,SJS,San Jose Sharks,0,46
492,28_20172018,0.9578,51.2,2433.0,4991.0,2558.0,82,2.756,3.012,27,10,84.8,53.0,34.0,257.0,20.6,61.0,100,0.909,9.1,30.3415,32.9512,0.833,0.909,0.405,0.5,0.583,0.7,45,1381,0.5125,4991,2433,2558,82,824,247,1380,27,1098,10,100,0.0914,2702,710,SJS,San Jose Sharks,0,45
493,28_20182019,1.0376,50.3,2346.0,4722.0,2376.0,82,3.146,3.524,27,9,80.8,57.0,45.0,241.0,23.6,61.6,101,0.889,10.7,28.3293,33.0244,0.813,0.872,0.395,0.582,0.542,0.705,46,1077,0.5031,4722,2346,2376,82,836,289,1575,27,1107,9,101,0.1067,2708,745,SJS,San Jose Sharks,0,46
494,29_20002001,0.578,50.5,2643.0,5338.0,2695.0,82,2.841,2.317,39,6,80.7,56.0,70.0,381.0,14.7,43.3,71,0.906,9.1,30.1829,25.3902,0.63,0.786,0.231,0.417,0.304,0.442,28,1076,0.5048,5338,2643,2695,82,896,190,1689,39,785,6,71,0.0912,2082,644,CBJ,Columbus Blue Jackets,9,28
495,29_20012002,0.578,50.0,2652.0,5309.0,2657.0,82,3.11,2.0,47,5,83.0,50.0,52.0,356.0,14.0,34.8,57,0.897,8.0,30.1098,24.9512,0.611,0.773,0.111,0.261,0.263,0.459,22,1201,0.5004,5309,2652,2657,82,811,164,1810,47,834,5,57,0.0801,2046,597,CBJ,Columbus Blue Jackets,8,22
496,29_20022003,0.6429,48.6,2829.0,5505.0,2676.0,82,3.207,2.598,42,3,85.3,71.0,60.0,410.0,17.3,42.1,69,0.9,9.9,32.2073,26.1341,0.56,0.719,0.25,0.5,0.328,0.5,29,299,0.4861,5505,2829,2676,82,248,213,552,42,254,3,69,0.0993,2143,217,CBJ,Columbus Blue Jackets,8,29
497,29_20032004,0.6519,47.8,2856.0,5471.0,2615.0,82,2.902,2.159,45,4,85.1,58.0,50.0,401.0,14.5,37.8,62,0.909,7.8,31.9878,27.8049,0.692,0.76,0.222,0.48,0.245,0.405,25,953,0.4779,5471,2856,2615,82,497,177,1221,45,796,4,62,0.0776,2280,439,CBJ,Columbus Blue Jackets,8,25
498,29_20052006,0.8188,49.4,2546.0,5033.0,2487.0,82,3.366,2.622,43,4,81.8,64.0,95.0,451.0,14.2,45.1,74,0.9,9.6,33.6829,27.439,0.6,0.882,0.333,0.529,0.391,0.559,35,1024,0.4941,5033,2546,2487,82,515,215,1147,43,856,4,74,0.0955,2250,553,CBJ,Columbus Blue Jackets,0,35
499,29_20062007,0.8496,50.1,2312.0,4638.0,2326.0,82,2.976,2.39,42,7,81.2,65.0,85.0,438.0,14.8,44.5,73,0.896,8.6,28.5976,27.7195,0.8,0.808,0.204,0.351,0.45,0.697,33,995,0.5015,4638,2312,2326,82,462,196,1407,42,826,7,73,0.0862,2273,498,CBJ,Columbus Blue Jackets,0,33
500,29_20072008,0.8968,52.3,2210.0,4630.0,2420.0,82,2.561,2.317,36,12,83.3,53.0,63.0,356.0,14.9,48.8,80,0.907,8.0,27.4268,29.0366,0.778,0.857,0.2,0.4,0.441,0.676,34,886,0.5226,4630,2210,2420,82,413,190,1563,36,809,12,80,0.0797,2381,417,CBJ,Columbus Blue Jackets,0,34
501,29_20082009,1.1567,51.2,2284.0,4681.0,2397.0,82,2.72,2.683,31,10,82.1,41.0,62.0,322.0,12.7,56.1,92,0.902,9.3,27.8171,28.9024,0.714,0.875,0.317,0.442,0.568,0.683,41,1022,0.512,4681,2284,2397,82,380,220,1919,31,858,10,92,0.0928,2370,507,CBJ,Columbus Blue Jackets,0,41
502,29_20092010,0.8155,51.0,2234.0,4558.0,2324.0,82,3.037,2.61,35,15,81.7,56.0,61.0,308.0,18.2,48.2,79,0.901,9.2,30.6585,28.5122,0.481,0.686,0.273,0.367,0.4,0.526,32,1029,0.5098,4558,2234,2324,82,387,214,2075,35,755,15,79,0.0915,2338,396,CBJ,Columbus Blue Jackets,0,32
503,29_20102011,0.8773,51.2,2345.0,4804.0,2459.0,82,3.049,2.561,35,13,80.2,42.0,62.0,301.0,13.9,49.4,81,0.898,8.4,29.8415,30.561,0.773,0.826,0.261,0.419,0.417,0.611,34,1114,0.5118,4804,2345,2459,82,380,210,2316,35,954,13,81,0.0837,2506,521,CBJ,Columbus Blue Jackets,0,34
504,29_20112012,0.7952,50.9,2354.0,4793.0,2439.0,82,3.134,2.415,46,7,76.6,49.0,64.0,317.0,15.5,39.6,65,0.899,8.1,30.939,29.9268,0.818,0.742,0.143,0.265,0.422,0.575,29,1054,0.5088,4793,2354,2439,82,425,198,2018,46,842,7,65,0.0806,2454,598,CBJ,Columbus Blue Jackets,0,29
505,29_20122013,1.037,52.0,1345.0,2802.0,1457.0,48,2.396,2.396,17,7,82.6,22.0,25.0,155.0,14.2,57.3,55,0.92,9.0,29.9167,26.7292,0.727,1.0,0.429,0.538,0.484,0.6,24,627,0.5199,2802,1345,1457,48,214,115,1188,17,453,7,55,0.0896,1283,270,CBJ,Columbus Blue Jackets,0,24
506,29_20132014,1.0567,51.5,2337.0,4824.0,2487.0,82,2.61,2.756,32,7,82.1,54.0,50.0,280.0,19.3,56.7,93,0.915,9.3,30.7805,29.6463,0.733,0.829,0.281,0.529,0.522,0.68,43,1081,0.5155,4824,2337,2487,82,449,226,2609,32,905,7,93,0.0929,2431,487,CBJ,Columbus Blue Jackets,0,43
507,29_20142015,0.8765,49.3,2570.0,5068.0,2498.0,82,3.024,2.768,35,5,80.2,53.0,60.0,244.0,21.7,54.3,89,0.91,9.6,33.439,28.8537,0.815,0.833,0.333,0.417,0.558,0.73,42,1080,0.4928,5068,2570,2498,82,485,227,2510,35,824,5,89,0.0959,2366,485,CBJ,Columbus Blue Jackets,0,42
508,29_20152016,0.9317,49.0,2572.0,5043.0,2471.0,82,3.024,2.598,40,8,81.0,43.0,53.0,248.0,17.3,46.3,76,0.903,8.9,31.0976,29.1098,0.68,0.846,0.255,0.333,0.468,0.629,34,1260,0.4899,5043,2572,2471,82,478,213,2145,40,872,8,76,0.0892,2387,490,CBJ,Columbus Blue Jackets,0,34
509,29_20162017,1.2632,48.6,2537.0,4939.0,2402.0,82,2.354,3.012,24,8,82.5,42.0,39.0,211.0,19.9,65.9,108,0.922,9.7,30.3537,30.9756,0.757,0.892,0.469,0.581,0.629,0.7,50,1179,0.4863,4939,2537,2402,82,536,247,1654,24,879,8,108,0.0972,2540,517,CBJ,Columbus Blue Jackets,0,50
510,29_20172018,1.1342,48.4,2558.0,4958.0,2400.0,82,2.756,2.878,30,7,76.2,39.0,51.0,227.0,17.2,59.1,97,0.912,8.5,31.3049,33.6707,0.759,0.833,0.417,0.553,0.563,0.652,45,1218,0.484,4958,2558,2400,82,518,236,1745,30,1043,7,97,0.0854,2761,617,CBJ,Columbus Blue Jackets,0,45
511,29_20182019,1.1,50.2,2410.0,4844.0,2434.0,82,2.817,3.122,31,4,85.0,34.0,30.0,221.0,15.4,59.8,98,0.904,9.9,29.4878,31.6098,0.879,0.941,0.35,0.549,0.63,0.786,47,1076,0.5024,4844,2410,2434,82,605,256,1741,31,974,4,98,0.0987,2592,620,CBJ,Columbus Blue Jackets,0,47
512,30_20002001,0.7468,48.1,2821.0,5433.0,2612.0,82,2.561,2.049,39,5,84.7,36.0,57.0,374.0,9.6,41.5,68,0.909,8.3,28.1341,24.6341,0.45,0.656,0.152,0.344,0.286,0.5,25,1174,0.4807,5433,2821,2612,82,1478,168,1738,39,987,5,68,0.0831,2020,700,MIN,Minnesota Wild,13,25
513,30_20012002,0.7468,48.5,2905.0,5643.0,2738.0,82,2.902,2.378,35,9,82.8,55.0,62.0,373.0,14.8,44.5,73,0.896,10.0,28.0122,23.8293,0.545,0.714,0.159,0.321,0.327,0.5,26,1115,0.4852,5643,2905,2738,82,1171,195,1353,35,882,9,73,0.0997,1954,555,MIN,Minnesota Wild,12,26
514,30_20022003,0.936,46.8,2895.0,5445.0,2550.0,82,2.171,2.415,29,1,86.0,52.0,43.0,366.0,14.2,57.9,95,0.924,9.5,28.4756,25.439,0.955,0.968,0.239,0.379,0.569,0.861,42,367,0.4683,5445,2895,2550,82,332,198,382,29,303,1,95,0.0949,2086,167,MIN,Minnesota Wild,10,42
515,30_20032004,1.0333,46.7,2843.0,5330.0,2487.0,82,2.232,2.293,29,3,84.4,46.0,44.0,338.0,13.6,50.6,83,0.923,9.5,29.061,24.1707,0.516,0.625,0.222,0.458,0.34,0.478,30,1075,0.4666,5330,2843,2487,82,997,188,700,29,811,3,83,0.0948,1982,532,MIN,Minnesota Wild,20,30
516,30_20052006,0.9098,48.3,2527.0,4890.0,2363.0,82,2.585,2.756,36,8,87.4,77.0,55.0,453.0,17.0,51.2,84,0.914,10.3,30.0,26.7561,0.783,0.828,0.275,0.452,0.468,0.643,38,1020,0.4832,4890,2527,2363,82,739,226,846,36,944,8,84,0.10300000000000001,2194,524,MIN,Minnesota Wild,0,38
