,teamID_seasonID,evGGARatio,faceOffWinPercentage,faceOffsLost,faceOffsTaken,faceOffsWon,gamesPlayed_x,goalsAgainstPerGame,goalsPerGame,losses_x,ot,penaltyKillPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,powerPlayPercentage,ptPctg,pts,savePctg,shootingPctg_x,shotsAllowed,shotsPerGame,winLeadFirstPer,winLeadSecondPer,winOppScoreFirst,winOutshootOpp,winOutshotByOpp,winScoreFirst,wins_x,blockedShots,faceoffWinPctg,faceoffs,faceoffsLost,faceoffsWon,gamesPlayed_y,giveaways,goalsFor,hits,losses_y,missedShots,otLosses,points,shootingPctg_y,shotsFor,takeaways,teamAbbrev,teamFullName,ties,wins_y
365,21_20032004,1.2301,50.0,2700.0,5401.0,2701.0,82,2.415,2.878,22,7,83.7,74.0,58.0,363.0,20.4,61.0,100,0.915,9.8,28.3537,29.4024,0.677,0.8,0.343,0.511,0.5,0.596,40,1044,0.5,5401,2700,2701,82,797,236,1573,22,829,7,100,0.0978,2411,821,COL,Colorado Avalanche,13,40
366,21_20052006,1.0855,48.1,2587.0,4984.0,2397.0,82,3.061,3.415,30,9,84.6,89.0,69.0,473.0,18.8,57.9,95,0.896,11.4,29.4512,30.0488,0.636,0.909,0.364,0.605,0.442,0.633,43,1254,0.4809,4984,2587,2397,82,716,280,951,30,838,9,95,0.1136,2464,913,COL,Colorado Avalanche,0,43
367,21_20062007,1.0892,48.6,2462.0,4793.0,2331.0,82,3.012,3.256,31,7,80.2,79.0,70.0,374.0,21.1,57.9,95,0.896,10.3,29.0,31.7439,0.692,0.818,0.419,0.549,0.483,0.667,44,1251,0.4863,4793,2462,2331,82,725,267,964,31,784,7,95,0.1025,2603,682,COL,Colorado Avalanche,0,44
368,21_20072008,1.1571,47.8,2347.0,4495.0,2148.0,82,2.634,2.732,31,7,81.4,49.0,56.0,335.0,14.6,57.9,95,0.903,9.5,27.2805,28.6463,0.778,0.875,0.311,0.596,0.452,0.811,44,1081,0.4778,4495,2347,2148,82,641,224,1168,31,725,7,95,0.0953,2349,642,COL,Colorado Avalanche,0,44
369,21_20082009,0.7515,47.8,2401.0,4600.0,2199.0,82,3.085,2.317,45,5,79.9,50.0,64.0,318.0,15.7,42.1,69,0.894,8.1,28.9756,28.7683,0.652,0.909,0.275,0.394,0.404,0.581,32,1317,0.478,4600,2401,2199,82,698,190,1462,45,828,5,69,0.0805,2359,661,COL,Colorado Avalanche,0,32
370,21_20092010,1.0822,47.7,2370.0,4535.0,2165.0,82,2.78,2.89,30,9,80.2,56.0,60.0,310.0,18.1,57.9,95,0.913,10.4,32.061,27.8902,0.758,0.805,0.405,0.5,0.527,0.65,43,1226,0.4773,4535,2370,2165,82,646,237,1568,30,765,9,95,0.1036,2287,684,COL,Colorado Avalanche,0,43
371,21_20102011,0.8764,50.6,2375.0,4811.0,2436.0,82,3.5,2.695,44,8,76.1,49.0,75.0,265.0,18.5,41.5,68,0.89,9.2,31.8171,29.1951,0.714,0.944,0.245,0.276,0.426,0.545,30,1176,0.5063,4811,2375,2436,82,574,221,1726,44,851,8,68,0.0923,2394,684,COL,Colorado Avalanche,0,30
372,21_20112012,0.9262,51.6,2257.0,4666.0,2409.0,82,2.659,2.427,35,6,83.0,41.0,47.0,223.0,18.4,53.7,88,0.91,7.7,29.5854,31.5,0.808,0.821,0.375,0.422,0.595,0.676,41,1111,0.5162,4666,2257,2409,82,538,199,1889,35,873,6,88,0.077,2583,704,COL,Colorado Avalanche,0,41
373,21_20122013,0.8283,51.1,1388.0,2837.0,1449.0,48,3.125,2.375,25,7,80.3,21.0,36.0,140.0,15.0,40.6,39,0.901,8.1,31.4167,29.4792,0.7,0.643,0.219,0.304,0.333,0.563,16,783,0.5107,2837,1388,1449,48,349,114,1241,25,508,7,39,0.0805,1415,405,COL,Colorado Avalanche,0,16
374,21_20132014,1.1176,49.5,2479.0,4907.0,2428.0,82,2.634,2.988,22,8,80.7,50.0,48.0,252.0,19.8,68.3,112,0.919,10.1,32.6585,29.5122,0.818,0.921,0.405,0.5,0.761,0.822,52,1202,0.4948,4907,2479,2428,82,535,245,2035,22,828,8,112,0.1012,2420,633,COL,Colorado Avalanche,0,52
375,21_20142015,0.9938,50.8,2478.0,5039.0,2561.0,82,2.72,2.549,31,12,84.7,37.0,37.0,247.0,15.0,54.9,90,0.918,9.1,33.1585,27.878,0.696,0.852,0.311,0.6,0.418,0.676,39,1391,0.5082,5039,2478,2561,82,545,209,2018,31,767,12,90,0.0914,2286,664,COL,Colorado Avalanche,0,39
376,21_20152016,0.9205,49.9,2398.0,4782.0,2384.0,82,2.927,2.585,39,4,80.2,48.0,51.0,266.0,18.1,50.0,82,0.909,9.0,32.3049,28.6341,0.724,0.758,0.316,0.407,0.529,0.614,39,1401,0.4985,4782,2398,2384,82,517,212,1848,39,820,4,82,0.0902,2348,456,COL,Colorado Avalanche,0,39
377,21_20162017,0.5876,53.6,2276.0,4907.0,2631.0,82,3.366,2.012,56,4,76.6,30.0,64.0,239.0,12.6,29.3,48,0.894,7.2,31.7439,28.0854,0.5,0.579,0.172,0.31,0.22,0.5,22,1076,0.5361,4907,2276,2631,82,567,165,1687,56,911,4,48,0.0716,2303,598,COL,Colorado Avalanche,0,22
378,21_20172018,1.0857,44.2,2693.0,4828.0,2135.0,82,2.878,3.11,30,9,83.3,65.0,45.0,296.0,22.0,57.9,95,0.914,10.5,33.3049,29.6585,0.815,0.875,0.2,0.448,0.577,0.766,43,1299,0.4422,4828,2693,2135,82,507,255,1633,30,889,9,95,0.1048,2432,523,COL,Colorado Avalanche,0,43
379,21_20182019,1.0195,48.1,2529.0,4875.0,2346.0,82,2.976,3.146,30,14,78.7,63.0,58.0,286.0,22.0,54.9,90,0.907,9.6,31.939,32.6341,0.75,0.875,0.238,0.524,0.395,0.7,38,1324,0.4812,4875,2529,2346,82,595,258,1699,30,871,14,90,0.0964,2676,537,COL,Colorado Avalanche,0,38
380,22_19992000,1.2314,51.1,2631.0,5378.0,2747.0,82,2.585,2.756,26,8,85.3,53.0,54.0,336.0,15.8,53.7,88,0.909,9.8,28.2683,28.1707,0.667,0.741,0.238,0.39,0.444,0.55,32,981,0.5107,5378,2631,2747,82,941,226,1984,26,1191,8,88,0.0978,2310,579,EDM,Edmonton Oilers,16,32
381,22_20002001,1.1786,51.1,2653.0,5422.0,2769.0,82,2.707,2.963,28,3,83.7,59.0,62.0,398.0,14.8,56.7,93,0.896,11.3,26.0854,26.1585,0.696,0.853,0.279,0.487,0.45,0.692,39,1193,0.5106,5422,2653,2769,82,1084,243,1879,28,1016,3,93,0.1132,2145,680,EDM,Edmonton Oilers,12,39
382,22_20012002,1.1786,50.4,2534.0,5107.0,2573.0,82,2.22,2.5,28,4,85.6,51.0,50.0,333.0,15.3,56.1,92,0.914,9.1,25.8537,27.5122,0.645,0.788,0.318,0.478,0.438,0.632,38,1070,0.5038,5107,2534,2573,82,1125,205,1661,28,981,4,92,0.0908,2256,826,EDM,Edmonton Oilers,12,38
383,22_20022003,1.0423,51.1,2513.0,5140.0,2627.0,82,2.805,2.817,26,9,82.6,56.0,61.0,386.0,14.5,56.1,92,0.898,10.1,27.4146,27.9634,0.69,0.667,0.256,0.45,0.436,0.605,36,297,0.511,5140,2513,2627,82,388,231,607,26,329,9,92,0.1007,2293,211,EDM,Edmonton Oilers,11,36
384,22_20032004,1.2231,50.9,2604.0,5303.0,2699.0,82,2.537,2.695,29,5,81.0,44.0,66.0,338.0,13.0,54.3,89,0.904,9.5,26.5244,28.439,0.652,0.889,0.277,0.415,0.5,0.657,36,1114,0.5089,5303,2604,2699,82,1248,221,1083,29,1029,5,89,0.0947,2332,579,EDM,Edmonton Oilers,12,36
385,22_20052006,0.8986,53.4,2292.0,4918.0,2626.0,82,2.951,3.037,28,13,84.1,88.0,76.0,485.0,18.1,57.9,95,0.884,10.2,25.5488,29.7805,0.696,0.84,0.238,0.5,0.5,0.775,41,1167,0.5339,4918,2292,2626,82,1321,249,1203,28,1115,13,95,0.1019,2442,658,EDM,Edmonton Oilers,0,41
386,22_20062007,0.7702,51.5,2244.0,4625.0,2381.0,82,2.988,2.341,43,7,84.5,53.0,59.0,373.0,14.2,43.3,71,0.9,8.8,29.7439,26.7439,0.682,0.917,0.238,0.385,0.4,0.55,32,1283,0.5148,4625,2244,2381,82,1367,192,1298,43,986,7,71,0.0875,2193,766,EDM,Edmonton Oilers,0,32
387,22_20072008,0.8639,50.5,2278.0,4601.0,2323.0,82,3.012,2.683,35,6,84.7,57.0,56.0,344.0,16.6,53.7,88,0.904,10.2,31.378,26.2927,0.696,0.828,0.304,0.44,0.536,0.75,41,1143,0.5048,4601,2278,2323,82,998,220,1130,35,875,6,88,0.102,2156,556,EDM,Edmonton Oilers,0,41
388,22_20082009,1.0133,47.9,2483.0,4764.0,2281.0,82,2.976,2.78,35,9,77.5,60.0,76.0,354.0,16.9,51.8,85,0.909,9.9,32.5366,28.0854,0.808,0.893,0.233,0.4,0.482,0.718,38,1074,0.4787,4764,2483,2281,82,1038,228,1393,35,912,9,85,0.099,2303,556,EDM,Edmonton Oilers,0,38
389,22_20092010,0.75,46.4,2507.0,4677.0,2170.0,82,3.39,2.512,47,8,78.0,52.0,67.0,301.0,17.3,37.8,62,0.898,8.9,33.122,28.3049,0.778,0.81,0.146,0.28,0.345,0.588,27,1305,0.4639,4677,2507,2170,82,1055,206,1566,47,892,8,62,0.0887,2321,544,EDM,Edmonton Oilers,0,27
390,22_20102011,0.7427,44.2,2575.0,4611.0,2036.0,82,3.171,2.329,45,12,77.0,44.0,74.0,304.0,14.5,37.8,62,0.9,8.7,31.6707,26.6829,0.75,0.682,0.14,0.182,0.375,0.563,25,1219,0.4415,4611,2575,2036,82,972,191,1794,45,840,12,62,0.0872,2188,621,EDM,Edmonton Oilers,0,25
391,22_20112012,0.9085,47.7,2391.0,4573.0,2182.0,82,2.829,2.524,40,10,82.4,54.0,52.0,262.0,20.6,45.1,74,0.908,9.5,30.7073,26.6585,0.571,0.828,0.214,0.4,0.373,0.575,32,1239,0.4771,4573,2391,2182,82,996,207,1632,40,875,10,74,0.0946,2186,621,EDM,Edmonton Oilers,0,32
392,22_20122013,0.9011,46.1,1480.0,2747.0,1267.0,48,2.729,2.563,22,7,83.4,34.0,29.0,169.0,20.1,46.9,45,0.917,9.6,32.75,26.7708,0.688,0.75,0.292,0.727,0.314,0.5,19,754,0.4612,2747,1480,1267,48,479,123,1060,22,482,7,45,0.0957,1285,307,EDM,Edmonton Oilers,0,19
393,22_20132014,0.7104,49.0,2491.0,4886.0,2395.0,82,3.256,2.427,44,9,82.1,46.0,50.0,271.0,17.0,40.9,67,0.901,9.0,32.878,26.9268,0.714,0.789,0.255,0.417,0.321,0.486,29,1252,0.4901,4886,2491,2395,82,969,199,1751,44,837,9,67,0.0901,2208,578,EDM,Edmonton Oilers,0,29
394,22_20142015,0.6784,48.2,2567.0,4957.0,2390.0,82,3.366,2.354,44,14,76.7,41.0,51.0,232.0,17.7,37.8,62,0.888,8.3,30.0488,28.4268,0.435,0.63,0.167,0.333,0.273,0.471,24,1205,0.4821,4957,2567,2390,82,898,193,1980,44,937,14,62,0.0827,2331,598,EDM,Edmonton Oilers,0,24
395,22_20152016,0.7882,48.8,2549.0,4978.0,2429.0,82,2.951,2.427,43,8,81.1,43.0,48.0,237.0,18.1,42.7,70,0.905,8.3,31.0732,29.0976,0.773,0.857,0.178,0.321,0.423,0.622,31,1233,0.4879,4978,2549,2429,82,881,199,1818,43,896,8,70,0.0834,2386,564,EDM,Edmonton Oilers,0,31
396,22_20162017,1.1857,47.0,2592.0,4894.0,2302.0,82,2.524,2.963,26,9,80.7,56.0,43.0,245.0,22.9,62.8,103,0.914,9.5,29.4634,31.061,0.75,0.906,0.39,0.489,0.676,0.756,47,1294,0.4703,4894,2592,2302,82,948,243,2073,26,955,9,103,0.0954,2547,625,EDM,Edmonton Oilers,0,47
397,22_20172018,0.9261,48.7,2523.0,4917.0,2394.0,82,3.195,2.793,40,6,76.7,31.0,57.0,210.0,14.8,47.6,78,0.901,8.4,32.122,33.4146,0.783,0.913,0.311,0.463,0.378,0.595,36,1275,0.4868,4917,2523,2394,82,1026,229,2134,40,1046,6,78,0.0835,2740,676,EDM,Edmonton Oilers,0,36
398,22_20182019,0.8156,48.4,2483.0,4810.0,2327.0,82,3.305,2.793,38,9,74.8,47.0,62.0,222.0,21.2,48.2,79,0.896,9.6,31.6951,29.1707,0.63,0.778,0.286,0.438,0.435,0.575,35,1174,0.4837,4810,2483,2327,82,968,229,2192,38,888,9,79,0.0957,2392,665,EDM,Edmonton Oilers,0,35
399,23_19992000,0.7692,49.8,2725.0,5432.0,2707.0,82,2.89,2.768,29,8,80.4,51.0,63.0,323.0,15.8,50.6,83,0.897,10.4,27.9512,26.6707,0.556,0.793,0.233,0.432,0.286,0.513,30,959,0.4983,5432,2725,2707,82,830,227,2141,29,1044,8,83,0.1037,2187,854,VAN,Vancouver Canucks,15,30
400,23_20002001,1.1679,46.9,2952.0,5555.0,2603.0,82,2.902,2.915,28,7,80.8,71.0,74.0,416.0,17.1,54.9,90,0.888,9.8,25.878,29.6829,0.71,0.765,0.243,0.463,0.4,0.6,36,1041,0.4685,5555,2952,2603,82,823,239,1982,28,1126,7,90,0.0981,2434,814,VAN,Vancouver Canucks,11,36
401,23_20012002,1.1679,50.7,2722.0,5518.0,2796.0,82,2.573,3.098,30,3,84.9,69.0,57.0,372.0,18.6,57.3,94,0.899,10.9,25.3537,28.3659,0.75,0.875,0.286,0.529,0.5,0.681,42,836,0.5067,5518,2722,2796,82,795,254,2000,30,1029,3,94,0.1092,2326,835,VAN,Vancouver Canucks,7,42
402,23_20022003,1.2016,49.8,2678.0,5339.0,2661.0,82,2.537,3.22,23,1,84.0,87.0,62.0,419.0,20.8,63.4,104,0.905,11.1,26.6463,29.122,0.735,0.833,0.487,0.58,0.517,0.605,45,299,0.4984,5339,2678,2661,82,221,264,589,23,304,1,104,0.1105,2388,152,VAN,Vancouver Canucks,13,45
403,23_20032004,1.256,51.2,2618.0,5365.0,2747.0,82,2.366,2.866,24,5,85.9,56.0,50.0,374.0,15.0,61.6,101,0.911,9.9,26.622,29.0122,0.594,0.867,0.353,0.523,0.529,0.646,43,902,0.512,5365,2618,2747,82,805,235,1384,24,1001,5,101,0.0987,2379,512,VAN,Vancouver Canucks,10,43
404,23_20052006,0.9481,48.1,2560.0,4936.0,2376.0,82,3.061,3.073,32,8,81.8,96.0,93.0,526.0,18.2,56.1,92,0.898,10.7,30.0732,28.7561,0.909,0.818,0.391,0.6,0.469,0.667,42,965,0.4813,4936,2560,2376,82,624,252,1358,32,1030,8,92,0.1068,2358,525,VAN,Vancouver Canucks,0,42
405,23_20062007,1.0,49.2,2395.0,4718.0,2323.0,82,2.402,2.646,26,7,86.9,70.0,57.0,407.0,17.2,64.0,105,0.918,9.0,29.2439,29.3293,0.778,0.833,0.395,0.641,0.538,0.773,49,870,0.4923,4718,2395,2323,82,589,217,1206,26,1036,7,105,0.0902,2405,484,VAN,Vancouver Canucks,0,49
406,23_20072008,1.0,48.7,2339.0,4558.0,2219.0,82,2.512,2.524,33,10,82.6,63.0,64.0,369.0,17.1,53.7,88,0.913,9.2,28.8659,27.4634,0.692,0.931,0.225,0.529,0.419,0.714,39,988,0.4868,4558,2339,2219,82,652,207,1232,33,888,10,88,0.0919,2252,509,VAN,Vancouver Canucks,0,39
407,23_20082009,1.2143,51.9,2275.0,4726.0,2451.0,82,2.598,2.963,27,10,81.4,67.0,69.0,357.0,18.8,61.0,100,0.911,10.4,29.1707,28.4756,0.735,0.909,0.343,0.568,0.513,0.702,45,993,0.5186,4726,2275,2451,82,653,243,1315,27,949,10,100,0.10400000000000001,2335,577,VAN,Vancouver Canucks,0,45
408,23_20092010,1.2429,51.4,2304.0,4738.0,2434.0,82,2.659,3.268,28,5,81.6,68.0,59.0,325.0,20.9,62.8,103,0.91,10.6,29.5,30.9024,0.839,0.97,0.419,0.5,0.719,0.795,49,991,0.5137,4738,2304,2434,82,578,268,1499,28,1031,5,103,0.1057,2534,570,VAN,Vancouver Canucks,0,49
409,23_20102011,1.32,54.9,2183.0,4836.0,2653.0,82,2.195,3.146,19,9,85.6,72.0,45.0,296.0,24.3,71.3,117,0.927,9.8,30.122,32.0,0.914,0.927,0.394,0.609,0.742,0.837,54,1071,0.5485,4836,2183,2653,82,555,258,1791,19,1022,9,117,0.0983,2624,596,VAN,Vancouver Canucks,0,54
410,23_20112012,1.1852,52.2,2320.0,4849.0,2529.0,82,2.329,2.939,22,9,86.0,57.0,40.0,288.0,19.8,67.7,111,0.924,9.3,30.8049,31.5,0.806,0.914,0.346,0.591,0.639,0.75,51,1019,0.5215,4849,2320,2529,82,582,241,1826,22,990,9,111,0.0933,2583,539,VAN,Vancouver Canucks,0,51
411,23_20122013,1.0244,47.6,1503.0,2868.0,1365.0,48,2.396,2.542,15,7,84.0,26.0,27.0,165.0,15.8,61.5,59,0.917,9.0,28.9375,28.125,0.714,0.783,0.353,0.5,0.556,0.645,26,566,0.4759,2868,1503,1365,48,342,122,1020,15,563,7,59,0.0903,1350,324,VAN,Vancouver Canucks,0,26
412,23_20132014,0.9267,51.4,2399.0,4933.0,2534.0,82,2.634,2.329,35,11,83.2,39.0,46.0,257.0,15.2,50.6,83,0.907,7.6,28.378,30.8171,0.652,0.75,0.341,0.4,0.472,0.553,36,1217,0.5136,4933,2399,2534,82,538,191,1710,35,1031,11,83,0.0755,2527,524,VAN,Vancouver Canucks,0,36
413,23_20142015,0.9627,46.7,2663.0,4993.0,2330.0,82,2.683,2.878,29,5,85.7,46.0,38.0,238.0,19.3,61.6,101,0.91,9.6,29.8293,29.9146,0.773,0.882,0.447,0.65,0.524,0.771,48,1216,0.4666,4993,2663,2330,82,689,236,1582,29,900,5,101,0.0962,2453,502,VAN,Vancouver Canucks,0,48
414,23_20152016,0.8052,45.4,2669.0,4892.0,2223.0,82,2.915,2.268,38,13,81.1,39.0,47.0,247.0,15.8,45.7,75,0.91,8.0,32.5366,28.1829,0.591,0.6,0.292,0.28,0.436,0.5,31,1058,0.4544,4892,2669,2223,82,661,186,1533,38,858,13,75,0.0804,2311,440,VAN,Vancouver Canucks,0,31
415,23_20162017,0.805,51.1,2423.0,4960.0,2537.0,82,2.939,2.171,43,9,76.7,32.0,52.0,227.0,14.1,42.1,69,0.907,7.8,31.7683,27.7195,0.667,0.81,0.245,0.333,0.4,0.586,30,1034,0.5114,4960,2423,2537,82,587,178,1471,43,843,9,69,0.0783,2273,503,VAN,Vancouver Canucks,0,30
416,23_20172018,0.8415,49.5,2474.0,4901.0,2427.0,82,3.159,2.659,40,11,78.3,53.0,60.0,247.0,21.5,44.5,73,0.902,8.8,32.2073,30.0488,0.875,0.75,0.286,0.281,0.435,0.515,31,1152,0.4952,4901,2474,2427,82,667,218,1745,40,905,11,73,0.0884,2464,499,VAN,Vancouver Canucks,0,31
417,23_20182019,0.8343,49.5,2453.0,4857.0,2404.0,82,3.024,2.671,36,11,81.1,43.0,48.0,251.0,17.1,49.4,81,0.905,9.0,31.6707,29.6707,0.75,0.75,0.224,0.382,0.447,0.727,35,1233,0.4949,4857,2453,2404,82,609,219,1799,36,962,11,81,0.09,2433,535,VAN,Vancouver Canucks,0,35
418,24_19992000,0.9206,49.1,2833.0,5563.0,2730.0,82,2.768,2.646,33,3,79.0,55.0,62.0,332.0,16.6,50.6,83,0.9,9.2,27.5488,28.6829,0.621,0.818,0.25,0.391,0.455,0.605,34,856,0.4907,5563,2833,2730,82,815,217,2042,33,939,3,83,0.0922,2352,836,ANA,Anaheim Ducks,12,34
419,24_20002001,0.9206,48.3,2852.0,5520.0,2668.0,82,2.988,2.293,41,5,81.7,66.0,71.0,373.0,17.7,40.2,66,0.899,8.9,29.4756,25.8902,0.435,0.75,0.156,0.355,0.28,0.486,25,850,0.4833,5520,2852,2668,82,761,188,1899,41,865,5,66,0.0885,2123,629,ANA,Anaheim Ducks,11,25
420,24_20012002,0.9206,51.0,2652.0,5410.0,2758.0,82,2.415,2.134,42,3,86.0,43.0,46.0,373.0,11.5,42.1,69,0.912,8.2,27.4756,26.122,0.609,0.88,0.186,0.382,0.348,0.538,29,746,0.5097,5410,2652,2758,82,713,175,1744,42,811,3,69,0.0816,2142,599,ANA,Anaheim Ducks,8,29
421,24_20022003,0.9542,55.2,2293.0,5120.0,2827.0,82,2.354,2.476,27,6,87.3,56.0,42.0,348.0,16.1,57.9,95,0.919,9.0,28.9878,27.3902,0.692,0.765,0.3,0.459,0.5,0.667,40,170,0.5521,5120,2293,2827,82,332,203,481,27,293,6,95,0.0903,2246,235,ANA,Anaheim Ducks,9,40
422,24_20032004,0.8143,55.3,2326.0,5208.0,2882.0,82,2.598,2.244,35,8,84.7,56.0,54.0,310.0,18.1,46.3,76,0.913,7.5,29.7927,29.7317,0.556,0.792,0.205,0.361,0.341,0.526,29,726,0.5533,5208,2326,2882,82,794,184,1128,35,924,8,76,0.0754,2438,741,ANA,Anaheim Ducks,10,29
423,24_20052006,1.2035,50.8,2460.0,4995.0,2535.0,82,2.707,3.061,27,12,83.5,87.0,84.0,480.0,18.1,59.8,98,0.909,9.7,29.6463,31.5244,0.688,0.838,0.386,0.551,0.448,0.684,43,662,0.5075,4995,2460,2535,82,616,251,1246,27,918,12,98,0.09699999999999999,2585,552,ANA,Anaheim Ducks,0,43
424,24_20062007,1.1484,51.9,2251.0,4675.0,2424.0,82,2.415,3.098,20,14,85.1,89.0,61.0,398.0,22.4,67.1,110,0.912,9.8,27.4146,31.4878,0.724,0.842,0.412,0.556,0.64,0.708,48,728,0.5185,4675,2251,2424,82,762,254,1534,20,963,14,110,0.0983,2582,570,ANA,Anaheim Ducks,0,48
425,24_20072008,1.17,50.2,2305.0,4625.0,2320.0,82,2.244,2.402,27,8,83.1,60.0,69.0,361.0,16.6,62.2,102,0.92,8.8,28.0488,27.3293,0.821,0.909,0.429,0.694,0.439,0.788,47,720,0.5016,4625,2305,2320,82,686,197,1619,27,901,8,102,0.0879,2241,546,ANA,Anaheim Ducks,0,47
426,24_20082009,1.0949,49.8,2317.0,4616.0,2299.0,82,2.866,2.902,33,7,79.7,73.0,78.0,309.0,23.6,55.5,91,0.906,9.6,30.4756,30.2561,0.76,0.963,0.205,0.425,0.625,0.791,42,801,0.498,4616,2317,2299,82,671,238,1758,33,984,7,91,0.0959,2481,476,ANA,Anaheim Ducks,0,42
427,24_20092010,0.9805,48.1,2363.0,4550.0,2187.0,82,2.963,2.841,32,11,79.3,63.0,67.0,300.0,21.0,54.3,89,0.911,9.4,33.378,30.1463,0.742,0.743,0.368,0.576,0.396,0.568,39,943,0.4806,4550,2363,2187,82,633,233,2050,32,950,11,89,0.0942,2472,447,ANA,Anaheim Ducks,0,39
428,24_20102011,0.8917,47.7,2421.0,4627.0,2206.0,82,2.841,2.866,30,5,81.3,67.0,57.0,285.0,23.5,60.4,99,0.912,10.1,32.2927,28.4634,0.893,0.909,0.361,0.406,0.667,0.739,47,1248,0.4767,4627,2421,2206,82,628,235,1936,30,885,5,99,0.1006,2334,446,ANA,Anaheim Ducks,0,47
429,24_20112012,0.9045,47.4,2388.0,4540.0,2152.0,82,2.732,2.451,36,12,82.0,45.0,51.0,271.0,16.6,48.8,80,0.905,8.8,28.8659,27.939,0.696,0.806,0.273,0.381,0.462,0.579,34,1175,0.474,4540,2388,2152,82,666,201,1856,36,1017,12,80,0.0877,2291,443,ANA,Anaheim Ducks,0,34
430,24_20122013,1.2778,47.5,1525.0,2907.0,1382.0,48,2.396,2.792,12,6,81.5,29.0,30.0,135.0,21.5,68.8,66,0.914,9.9,27.9167,28.0625,0.8,0.895,0.5,0.615,0.667,0.75,30,776,0.4754,2907,1525,1382,48,379,134,1149,12,524,6,66,0.0994,1347,280,ANA,Anaheim Ducks,0,30
431,24_20132014,1.3913,49.2,2675.0,5266.0,2591.0,82,2.476,3.207,20,8,82.2,44.0,48.0,275.0,16.0,70.7,116,0.914,10.2,28.6951,31.3293,0.813,0.93,0.575,0.633,0.759,0.738,54,1242,0.49200000000000005,5266,2675,2591,82,670,263,2024,20,1019,8,116,0.1023,2569,447,ANA,Anaheim Ducks,0,54
432,24_20142015,1.0395,51.6,2483.0,5135.0,2652.0,82,2.695,2.78,24,7,81.0,37.0,52.0,235.0,15.7,66.5,109,0.907,9.3,28.8659,29.9756,0.813,0.938,0.429,0.59,0.643,0.766,51,1162,0.5164,5135,2483,2652,82,745,228,2301,24,1120,7,109,0.0927,2458,479,ANA,Anaheim Ducks,0,51
433,24_20152016,0.9695,52.0,2310.0,4807.0,2497.0,82,2.293,2.622,25,11,87.2,56.0,37.0,242.0,23.1,62.8,103,0.917,8.7,27.5366,30.2805,0.697,0.857,0.387,0.56,0.567,0.667,46,1178,0.5194,4807,2310,2497,82,802,215,2234,25,1083,11,103,0.0865,2483,428,ANA,Anaheim Ducks,0,46
434,24_20162017,1.1328,54.7,2226.0,4913.0,2687.0,82,2.402,2.683,23,13,84.7,47.0,43.0,251.0,18.7,64.0,105,0.919,9.1,29.622,29.5732,0.719,0.892,0.351,0.564,0.6,0.733,46,1148,0.5469,4913,2226,2687,82,766,220,2146,23,1031,13,105,0.0907,2425,411,ANA,Anaheim Ducks,0,46
435,24_20172018,1.146,51.3,2376.0,4875.0,2499.0,82,2.549,2.817,25,13,83.2,38.0,46.0,214.0,17.8,61.6,101,0.923,9.3,33.122,30.1829,0.719,0.78,0.341,0.571,0.542,0.732,44,1233,0.5126,4875,2376,2499,82,831,231,1949,25,1046,13,101,0.0933,2475,480,ANA,Anaheim Ducks,0,44
436,24_20182019,0.8831,51.3,2269.0,4663.0,2394.0,82,3.024,2.39,37,10,79.7,36.0,55.0,212.0,17.0,48.8,80,0.909,8.6,33.2317,27.6951,0.68,0.769,0.279,0.44,0.426,0.59,35,1196,0.5134,4663,2269,2394,82,930,196,1900,37,1006,10,80,0.0863,2271,564,ANA,Anaheim Ducks,0,35
437,25_19992000,0.578,52.6,2617.0,5518.0,2901.0,82,2.244,2.573,23,6,89.2,54.0,33.0,343.0,15.7,62.2,102,0.916,10.1,26.622,25.5976,0.636,0.667,0.394,0.564,0.487,0.612,43,861,0.5257,5518,2617,2901,82,1110,211,2262,23,1132,6,102,0.1005,2099,636,DAL,Dallas Stars,10,43
438,25_20002001,1.0547,51.2,2516.0,5152.0,2636.0,82,2.28,2.939,24,2,86.2,72.0,49.0,367.0,19.6,64.6,106,0.908,11.5,24.9146,25.6098,0.828,0.946,0.324,0.625,0.55,0.8,48,849,0.5116,5152,2516,2636,82,1394,241,2358,24,1010,2,106,0.1147,2100,592,DAL,Dallas Stars,8,48
439,25_20012002,1.0547,52.8,2528.0,5356.0,2828.0,82,2.598,2.622,28,5,81.5,60.0,59.0,350.0,17.1,54.9,90,0.9,9.2,26.0366,28.4756,0.724,0.88,0.297,0.34,0.581,0.556,36,887,0.528,5356,2528,2828,82,1347,215,2146,28,1284,5,90,0.092,2335,641,DAL,Dallas Stars,13,36
440,25_20022003,1.4808,50.2,2626.0,5276.0,2650.0,82,2.061,2.988,17,4,85.5,62.0,50.0,327.0,19.0,67.7,111,0.918,9.9,25.2805,30.0732,0.824,0.881,0.395,0.582,0.429,0.705,46,290,0.5022,5276,2626,2650,82,517,245,675,17,354,4,111,0.0993,2466,216,DAL,Dallas Stars,15,46
